Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Rating,Adjusted_Average_Complexity,Play_Time_Category,Engagement_Metrics
2013,BaseGame,12 to under 18,2,6,7.43991,2.54501021198676,Average_Games,1933.1666666666667
2002,PremiumGame,12 to under 18,1,6,6.21147,2.2448059722515668,Long_Games,104.0
2011,BaseGame,5 to under 12,2,4,5.73366,1.5334882738221003,Short_Games,13.166666666666666
2008,BaseGame,12 to under 18,3,3,6.91181,2.980726107472357,Very_Long_Games,438.8333333333333
2005,BaseGame,5 to under 12,2,2,6.86011,1.8134150292274105,Median_Games,1755.0
2009,BaseGame,5 to under 12,2,6,6.24677,1.3213254454539052,Median_Games,428.0
2001,BaseGame,12 to under 18,2,4,6.25502,1.3880238044932742,Median_Games,145.0
2005,BaseGame,5 to under 12,3,7,5.90148,1.03741531093739,Median_Games,88.33333333333333
2000,BaseGame,12 to under 18,2,2,6.85714,1.9958447778012536,Long_Games,37.333333333333336
1991,BaseGame,5 to under 12,2,4,5.17647,1.3556588492147337,Median_Games,13.0
2013,BaseGame,5 to under 12,2,4,7.0,2.896870906401859,Short_Games,2.0
2011,BaseGame,5 to under 12,2,6,9.0,3.1339530952884007,Short_Games,0.3333333333333333
2011,BaseGame,5 to under 12,2,4,5.45521,1.0,Short_Games,71.33333333333333
2001,BaseGame,5 to under 12,3,6,5.04333,1.1422635396858931,Median_Games,68.66666666666667
2009,BaseGame,12 to under 18,2,6,6.2,1.711317698429467,Median_Games,2.1666666666666665
2006,BaseGame,5 to under 12,3,4,6.60222,2.0501415592647367,Median_Games,743.5
2017,BaseGame,under 5,2,4,8.0,1.711317698429467,Average_Games,3.8333333333333335
2005,PremiumGame,5 to under 12,2,4,7.30429,1.930190154236214,Average_Games,118.5
2014,PremiumGame,12 to under 18,4,30,6.57407,1.0,Median_Games,45.5
2007,PremiumGame,5 to under 12,2,6,8.0,1.3556588492147337,Average_Games,2.6666666666666665
1993,BaseGame,5 to under 12,2,6,6.5396,1.3665525741249385,Median_Games,2712.3333333333335
2012,PremiumGame,5 to under 12,1,4,7.05556,1.0,Median_Games,87.0
2003,BaseGame,under 5,1,1,5.46429,1.4742355095429256,Median_Games,14.0
2013,BaseGame,12 to under 18,1,8,6.5,1.711317698429467,Average_Games,3.6666666666666665
2007,BaseGame,5 to under 12,2,2,5.59,1.711317698429467,Median_Games,5.833333333333333
1991,BaseGame,5 to under 12,2,6,5.88146,1.5532629058384393,Median_Games,94.0
1997,BaseGame,12 to under 18,2,5,6.66098,2.4768082259314035,Average_Games,386.0
1998,BaseGame,18 to under 21,2,2,4.5,1.0,Short_Games,1.8333333333333333
2015,BaseGame,5 to under 12,1,5,6.64744,1.2731234593985492,Median_Games,357.8333333333333
2013,PremiumGame,5 to under 12,3,4,7.15,1.711317698429467,Average_Games,20.5
1999,BaseGame,12 to under 18,1,6,4.0,1.0,Median_Games,0.6666666666666666
2008,BaseGame,under 5,2,2,4.66667,1.3556588492147337,Median_Games,2.8333333333333335
2002,BaseGame,under 5,2,4,4.66667,1.0,Very_Short_Games,1.3333333333333333
2013,BaseGame,12 to under 18,2,4,7.07745,1.5690541587435731,Median_Games,63.166666666666664
2012,PremiumGame,12 to under 18,2,5,8.20651,2.0050919078808365,Median_Games,916.1666666666666
2012,BaseGame,5 to under 12,2,5,5.25,1.711317698429467,Average_Games,1.1666666666666667
1986,BaseGame,under 5,2,6,3.5,1.0,Median_Games,4.666666666666667
1991,BaseGame,under 5,1,5,4.66667,1.711317698429467,Short_Games,2.8333333333333335
2010,BaseGame,12 to under 18,2,3,7.21818,2.0669765476442,Median_Games,14.666666666666666
2008,PremiumGame,12 to under 18,2,6,7.34508,1.8129649975350377,Long_Games,211.5
2010,PremiumGame,12 to under 18,2,6,7.23419,2.778294246073667,Long_Games,140.83333333333334
2004,BaseGame,5 to under 12,3,5,5.66071,1.711317698429467,Median_Games,8.5
2005,BaseGame,under 5,2,5,7.125,1.4742355095429256,Median_Games,2.5
2004,PremiumGame,5 to under 12,2,4,7.26163,1.711317698429467,Average_Games,36.0
2013,BaseGame,under 5,3,6,6.78716,1.3793457285724346,Long_Games,282.8333333333333
1994,BaseGame,5 to under 12,2,4,6.63949,1.6659145010211986,Median_Games,1621.0
1986,BaseGame,5 to under 12,2,6,2.5,1.711317698429467,Median_Games,3.1666666666666665
2008,BaseGame,5 to under 12,1,4,6.95261,1.714103810127474,Median_Games,3886.0
2012,PremiumGame,12 to under 18,2,6,8.5,3.608188604831326,Short_Games,5.666666666666667
1997,BaseGame,under 5,2,4,5.875,1.0,Median_Games,5.0
2010,PremiumGame,5 to under 12,3,6,7.0164,1.948399887316008,Long_Games,58.666666666666664
2004,BaseGame,5 to under 12,2,4,4.0,1.0,Short_Games,0.5
2013,BaseGame,5 to under 12,2,4,6.92857,3.1339530952884007,Median_Games,4.0
2010,BaseGame,12 to under 18,2,6,5.28824,2.422635396858934,Average_Games,29.5
2001,BaseGame,5 to under 12,2,2,4.6,1.4742355095429256,Median_Games,5.833333333333333
1990,BaseGame,5 to under 12,4,99,5.94399,1.150714839073174,Short_Games,523.8333333333334
1996,BaseGame,5 to under 12,2,2,5.3947,2.1855532079723927,Median_Games,108.66666666666667
2012,BaseGame,5 to under 12,2,5,7.05833,1.237082188886541,Median_Games,16.0
2002,BaseGame,12 to under 18,2,2,3.64,2.0669765476442,Long_Games,6.666666666666667
2012,BaseGame,12 to under 18,2,2,7.37886,2.144296781463483,Long_Games,504.8333333333333
2012,PremiumGame,12 to under 18,2,2,7.6,2.0669765476442,Average_Games,51.666666666666664
2010,PremiumGame,12 to under 18,2,4,7.06522,1.3556588492147337,Median_Games,58.166666666666664
1983,BaseGame,12 to under 18,2,2,7.15,2.3337206845552503,Long_Games,44.166666666666664
1992,BaseGame,5 to under 12,3,6,5.42963,1.711317698429467,Median_Games,19.166666666666668
2013,BaseGame,12 to under 18,1,4,7.2,2.6597175857454745,Median_Games,7.166666666666667
2006,PremiumGame,12 to under 18,2,6,7.55357,2.138108317487147,Long_Games,20.0
2006,BaseGame,5 to under 12,3,6,5.46058,1.271012043101627,Median_Games,101.0
1996,BaseGame,5 to under 12,2,2,7.59778,3.0549256989928866,Very_Long_Games,26.5
2005,BaseGame,5 to under 12,2,8,5.6087,1.0,Median_Games,11.666666666666666
2009,BaseGame,5 to under 12,3,5,6.10931,1.3556588492147337,Median_Games,15.666666666666666
1982,BaseGame,12 to under 18,2,4,5.42812,2.0669765476442,Long_Games,18.5
2000,BaseGame,5 to under 12,2,8,6.246,1.8693724910204943,Long_Games,87.83333333333333
2014,BaseGame,5 to under 12,3,5,5.55556,1.237082188886541,Short_Games,11.166666666666666
1988,BaseGame,5 to under 12,2,6,3.0,1.0,Median_Games,1.8333333333333333
2014,BaseGame,12 to under 18,2,4,7.0,1.711317698429467,Average_Games,0.6666666666666666
2002,BaseGame,12 to under 18,1,6,5.0,2.422635396858934,Long_Games,13.166666666666666
2017,PremiumGame,5 to under 12,1,4,7.84375,1.711317698429467,Median_Games,13.666666666666666
2011,BaseGame,5 to under 12,2,6,6.05,1.0,Median_Games,18.5
2004,BaseGame,12 to under 18,2,4,7.45714,2.160585956757518,Average_Games,112.66666666666667
2010,PremiumGame,12 to under 18,2,5,9.18,2.422635396858934,Average_Games,4.0
2008,BaseGame,under 5,2,4,6.59286,1.4267906190576802,Median_Games,3.6666666666666665
2010,BaseGame,5 to under 12,2,5,6.97298,2.16762800197197,Average_Games,278.3333333333333
1994,PremiumGame,12 to under 18,2,2,6.0,3.1339530952884007,Long_Games,2.5
2000,BaseGame,5 to under 12,2,9,5.61563,1.0,Short_Games,49.5
2004,BaseGame,under 5,3,4,7.0,2.422635396858934,Long_Games,0.5
2003,BaseGame,5 to under 12,2,4,6.86208,1.599292907951264,Short_Games,1468.3333333333333
1997,BaseGame,under 5,2,6,4.66667,1.0,Median_Games,4.666666666666667
1994,BaseGame,5 to under 12,2,4,5.66473,1.7621057820973307,Average_Games,113.16666666666667
2014,PremiumGame,12 to under 18,2,4,7.94663,1.8129649975350377,Average_Games,187.0
1998,BaseGame,12 to under 18,1,4,7.91117,3.0628213254454537,Long_Games,99.33333333333333
1999,BaseGame,12 to under 18,2,4,6.7736,2.31223889006268,Long_Games,294.0
2015,PremiumGame,12 to under 18,2,2,8.05227,2.541212057187126,Median_Games,73.16666666666667
2003,BaseGame,5 to under 12,2,6,4.45263,1.237082188886541,Median_Games,12.333333333333334
1989,BaseGame,under 5,2,10,6.0,1.0,Long_Games,2.5
2002,BaseGame,5 to under 12,2,4,6.0,1.0,Median_Games,3.0
2003,BaseGame,5 to under 12,2,6,6.52266,1.552479752095218,Average_Games,396.5
2009,BaseGame,12 to under 18,2,2,6.96964,1.5334882738221003,Median_Games,48.0
1996,BaseGame,5 to under 12,2,4,5.96122,1.0418254806676526,Median_Games,87.0
2005,BaseGame,under 5,1,1,6.25,1.0,Very_Long_Games,2.3333333333333335
2010,BaseGame,5 to under 12,2,10,4.75,1.0,Median_Games,8.166666666666666
2004,BaseGame,under 5,2,6,6.71786,2.0460638073103743,Average_Games,44.166666666666664
2005,BaseGame,under 5,2,4,6.75,2.422635396858934,Median_Games,2.5
2012,BaseGame,5 to under 12,2,4,6.448,1.4183970702162123,Median_Games,258.0
2003,BaseGame,under 5,2,2,7.44444,2.6597175857454745,Long_Games,21.833333333333332
2003,BaseGame,under 5,2,2,7.7,1.3556588492147337,Short_Games,1.5
2016,BaseGame,12 to under 18,2,5,8.27273,2.422635396858934,Long_Games,47.166666666666664
2006,PremiumGame,12 to under 18,2,6,6.97708,2.0108535812381154,Long_Games,258.5
2008,BaseGame,5 to under 12,2,4,6.27444,1.0910190858511162,Median_Games,237.16666666666666
2012,BaseGame,5 to under 12,2,2,6.5,1.0,Short_Games,3.1666666666666665
2013,BaseGame,5 to under 12,3,6,5.72727,1.0,Short_Games,6.333333333333333
2009,BaseGame,12 to under 18,2,2,4.5,1.711317698429467,Median_Games,3.1666666666666665
2010,BaseGame,12 to under 18,2,4,6.31347,1.2794767237129376,Median_Games,131.0
2012,BaseGame,5 to under 12,3,6,6.22828,1.2032234664412989,Median_Games,102.16666666666667
2011,PremiumGame,5 to under 12,2,4,8.14784,1.978061835340517,Median_Games,298.0
1985,BaseGame,under 5,2,2,5.2,2.778294246073667,Median_Games,5.0
2005,BaseGame,5 to under 12,3,5,5.47739,1.0618846397633634,Median_Games,124.0
1988,BaseGame,5 to under 12,2,6,4.5,2.422635396858934,Median_Games,5.5
1998,BaseGame,under 5,2,4,5.5,1.0,Median_Games,6.166666666666667
2013,BaseGame,5 to under 12,2,5,7.2491,1.6084541164870765,Median_Games,655.6666666666666
1997,BaseGame,5 to under 12,2,2,5.75,1.284527079371787,Short_Games,38.166666666666664
1995,BaseGame,5 to under 12,1,2,6.33778,2.422635396858934,Average_Games,31.833333333333332
2006,BaseGame,12 to under 18,2,6,7.07642,2.2632291006408902,Median_Games,239.5
2010,PremiumGame,12 to under 18,2,4,8.17385,3.5607437143460805,Very_Long_Games,95.66666666666667
2002,BaseGame,12 to under 18,3,6,6.57788,2.093848158321008,Median_Games,589.5
2008,BaseGame,5 to under 12,2,4,6.5,1.4742355095429256,Short_Games,24.333333333333332
1985,BaseGame,12 to under 18,2,6,6.04367,1.7801732516374391,Long_Games,233.83333333333334
2015,BaseGame,5 to under 12,2,4,8.5,1.0,Short_Games,4.833333333333333
2013,BaseGame,5 to under 12,1,4,5.97359,1.5820001408549895,Median_Games,158.66666666666666
2000,BaseGame,under 5,2,6,5.8,1.0,Short_Games,5.0
2012,PremiumGame,12 to under 18,6,50,9.0,2.422635396858934,Long_Games,0.3333333333333333
1987,BaseGame,5 to under 12,2,6,6.29919,1.7073005141207127,Average_Games,597.6666666666666
1983,BaseGame,18 to under 21,2,6,3.73889,2.9561236706810337,Very_Long_Games,19.5
2008,BaseGame,12 to under 18,2,5,4.66667,2.1855532079723927,Long_Games,6.166666666666667
1998,BaseGame,12 to under 18,3,6,5.11125,1.3161095851820548,Average_Games,74.83333333333333
1992,BaseGame,12 to under 18,3,6,5.75,3.1339530952884007,Long_Games,2.8333333333333335
1982,BaseGame,12 to under 18,2,2,6.0407,1.4445735615184168,Very_Long_Games,25.166666666666668
2006,BaseGame,under 5,2,2,6.0,1.711317698429467,Median_Games,1.0
2013,BaseGame,5 to under 12,2,5,5.33913,1.118576660328192,Median_Games,20.333333333333332
2004,BaseGame,5 to under 12,2,2,4.90426,2.422635396858934,Very_Long_Games,41.5
1992,BaseGame,5 to under 12,3,10,6.25167,1.5927410381012743,Median_Games,43.166666666666664
1999,BaseGame,5 to under 12,2,32,5.11447,1.3556588492147337,Median_Games,43.0
2007,BaseGame,12 to under 18,2,2,7.0,3.1339530952884007,Median_Games,0.3333333333333333
1986,PremiumGame,5 to under 12,2,6,6.95643,1.8078709768293533,Long_Games,462.3333333333333
1999,BaseGame,5 to under 12,2,4,6.59464,1.4020367631523345,Median_Games,126.16666666666667
2004,BaseGame,12 to under 18,2,4,5.13581,1.302665680681738,Long_Games,324.6666666666667
2006,BaseGame,5 to under 12,4,12,6.87559,1.711317698429467,Median_Games,17.833333333333332
2014,BaseGame,5 to under 12,2,4,6.51686,1.133372068455525,Median_Games,163.66666666666666
2000,PremiumGame,12 to under 18,2,2,7.0,1.711317698429467,Long_Games,11.0
2012,PremiumGame,12 to under 18,2,4,7.16667,2.0669765476442,Very_Long_Games,4.0
1999,BaseGame,5 to under 12,3,13,3.5,1.0,Median_Games,3.0
2012,BaseGame,5 to under 12,2,4,6.34554,1.1778294246073666,Median_Games,52.666666666666664
2003,BaseGame,5 to under 12,2,4,5.20053,1.26674413691105,Median_Games,33.833333333333336
2010,BaseGame,5 to under 12,2,2,5.0,1.711317698429467,Median_Games,1.6666666666666667
2011,BaseGame,12 to under 18,1,6,6.91967,1.533474188323121,Median_Games,1274.6666666666667
2005,BaseGame,5 to under 12,3,8,6.22794,1.0,Median_Games,24.5
2013,PremiumGame,5 to under 12,2,4,7.11194,1.8891471230368333,Average_Games,100.16666666666667
2006,BaseGame,under 5,2,4,5.65,1.0,Short_Games,12.0
2013,PremiumGame,12 to under 18,2,5,8.2379,2.513826325797591,Long_Games,809.5
2015,BaseGame,12 to under 18,2,2,8.42188,2.541212057187126,Very_Long_Games,104.33333333333333
1980,BaseGame,5 to under 12,2,4,5.19607,1.711317698429467,Average_Games,43.5
2007,BaseGame,under 5,2,2,5.60417,2.0669765476442,Median_Games,9.666666666666666
2005,BaseGame,12 to under 18,2,4,6.93363,2.59964786252553,Very_Long_Games,352.0
1986,BaseGame,5 to under 12,2,6,3.79167,1.0,Median_Games,22.0
2006,BaseGame,under 5,2,2,6.36852,2.2194119304176354,Median_Games,25.666666666666668
2012,BaseGame,5 to under 12,2,6,5.22188,1.0,Short_Games,16.833333333333332
2014,PremiumGame,5 to under 12,1,6,7.69231,2.422635396858934,Long_Games,36.833333333333336
2009,PremiumGame,5 to under 12,2,5,6.55091,1.508094231988168,Average_Games,85.5
1989,BaseGame,5 to under 12,2,6,1.0,1.0,Long_Games,0.6666666666666666
2000,BaseGame,12 to under 18,1,1,5.4375,1.0,Median_Games,10.5
2013,BaseGame,12 to under 18,2,5,6.53333,2.422635396858934,Median_Games,115.5
1996,BaseGame,5 to under 12,2,7,6.40797,1.1391492358616804,Median_Games,464.1666666666667
1990,BaseGame,5 to under 12,2,2,5.67414,1.323293893936193,Median_Games,44.666666666666664
2010,PremiumGame,5 to under 12,2,6,6.0157,1.711317698429467,Average_Games,60.833333333333336
2011,BaseGame,12 to under 18,3,5,7.2064,2.271136699767589,Average_Games,825.1666666666666
2010,BaseGame,12 to under 18,1,2,6.98889,1.7903450947249806,Median_Games,146.0
2008,BaseGame,under 5,1,4,6.25755,2.016188463976336,Median_Games,41.833333333333336
1980,BaseGame,12 to under 18,2,6,6.02941,1.8535812381153605,Long_Games,57.833333333333336
2009,PremiumGame,5 to under 12,2,5,6.72052,1.711317698429467,Median_Games,61.833333333333336
2004,BaseGame,under 5,2,8,1.0,1.0,Median_Games,3.5
1983,PremiumGame,12 to under 18,2,2,6.98273,1.981120501443764,Very_Long_Games,168.5
2004,BaseGame,5 to under 12,2,4,7.41902,2.128386506091978,Long_Games,3362.1666666666665
2011,BaseGame,12 to under 18,2,4,7.65049,2.512095217973097,Long_Games,1462.1666666666667
1982,BaseGame,under 5,2,2,6.14145,1.284527079371787,Short_Games,22.833333333333332
1994,BaseGame,5 to under 12,2,6,3.11957,1.0,Median_Games,26.833333333333332
1994,BaseGame,5 to under 12,2,2,4.39394,2.0669765476442,Average_Games,35.166666666666664
1997,BaseGame,under 5,2,5,6.28571,2.422635396858934,Very_Long_Games,7.0
2010,BaseGame,12 to under 18,1,2,6.68462,1.6605296147616029,Long_Games,34.833333333333336
2009,BaseGame,5 to under 12,3,4,5.375,1.0,Median_Games,5.166666666666667
2001,BaseGame,5 to under 12,2,6,5.5,1.4742355095429256,Median_Games,11.833333333333334
2011,BaseGame,5 to under 12,2,4,7.05263,1.711317698429467,Short_Games,11.833333333333334
2014,BaseGame,5 to under 12,2,2,6.875,1.711317698429467,Average_Games,2.5
2009,BaseGame,5 to under 12,4,7,6.44,1.0,Median_Games,11.166666666666666
1994,BaseGame,5 to under 12,2,2,5.78529,1.3556588492147337,Median_Games,27.833333333333332
2009,PremiumGame,5 to under 12,2,10,6.07368,1.0,Very_Short_Games,67.33333333333333
2006,BaseGame,5 to under 12,1,4,2.0,1.0,Median_Games,1.0
2005,BaseGame,5 to under 12,3,7,5.33333,1.0,Median_Games,5.833333333333333
2013,BaseGame,5 to under 12,2,5,6.875,2.422635396858934,Average_Games,2.5
2012,BaseGame,5 to under 12,2,4,6.61991,1.3556588492147337,Median_Games,158.0
2005,BaseGame,5 to under 12,4,4,6.31182,1.711317698429467,Average_Games,13.5
1995,BaseGame,5 to under 12,3,8,4.65,1.711317698429467,Median_Games,12.166666666666666
2012,BaseGame,5 to under 12,1,1,6.13235,1.3556588492147337,Median_Games,29.166666666666668
2007,BaseGame,under 5,4,5,5.54412,1.3556588492147337,Median_Games,19.166666666666668
1996,BaseGame,under 5,4,7,5.4413,1.609670399323896,Average_Games,41.0
1990,BaseGame,5 to under 12,2,6,4.75,1.0,Median_Games,3.5
2009,BaseGame,12 to under 18,2,5,6.1652,2.1262293119233746,Average_Games,115.83333333333333
2002,BaseGame,5 to under 12,2,4,5.34253,1.0592527642791747,Median_Games,53.333333333333336
2014,PremiumGame,12 to under 18,2,4,8.18182,1.1778294246073666,Average_Games,93.16666666666667
2014,BaseGame,5 to under 12,1,4,7.0,1.711317698429467,Median_Games,1.5
2000,BaseGame,12 to under 18,2,4,5.46737,1.5690541587435731,Median_Games,154.83333333333334
1984,BaseGame,5 to under 12,2,4,6.17263,1.0,Median_Games,55.166666666666664
2003,BaseGame,5 to under 12,2,4,5.77391,1.0,Median_Games,13.833333333333334
1989,BaseGame,12 to under 18,2,8,4.375,1.711317698429467,Long_Games,10.833333333333334
2014,PremiumGame,12 to under 18,2,4,7.3,1.711317698429467,Average_Games,36.166666666666664
2005,BaseGame,5 to under 12,2,2,6.52632,1.258635115148954,Very_Short_Games,18.0
2002,BaseGame,5 to under 12,3,5,4.79167,1.711317698429467,Average_Games,11.166666666666666
2011,BaseGame,5 to under 12,3,8,6.71212,1.0,Median_Games,19.166666666666668
2013,BaseGame,5 to under 12,2,5,6.97824,1.4630579618282975,Median_Games,747.0
2001,BaseGame,under 5,2,4,5.79368,1.0,Median_Games,123.0
2009,BaseGame,under 5,1,2,5.89651,2.0943622790337346,Long_Games,75.83333333333333
2012,BaseGame,5 to under 12,2,4,7.02793,2.1872371293753083,Average_Games,505.0
2013,BaseGame,5 to under 12,2,4,3.42857,2.422635396858934,Mini_Games,8.166666666666666
2006,BaseGame,under 5,3,5,6.77391,1.3556588492147337,Average_Games,11.5
2011,BaseGame,12 to under 18,2,2,6.5102,1.711317698429467,Median_Games,35.5
1998,BaseGame,5 to under 12,2,4,4.76957,1.0,Median_Games,11.5
2002,BaseGame,5 to under 12,3,6,5.88075,1.3302648073808014,Median_Games,170.5
2007,BaseGame,5 to under 12,3,5,5.78571,2.0669765476442,Long_Games,36.5
2014,BaseGame,12 to under 18,2,7,6.25,1.0,Median_Games,4.666666666666667
1991,BaseGame,12 to under 18,2,3,6.79463,2.612343827030073,Long_Games,91.5
2015,BaseGame,12 to under 18,2,5,7.77438,1.711317698429467,Median_Games,294.8333333333333
1997,BaseGame,5 to under 12,2,2,6.80769,2.422635396858934,Median_Games,12.333333333333334
2013,BaseGame,12 to under 18,2,5,6.67565,2.1940178885837027,Long_Games,295.0
2013,BaseGame,under 5,3,6,6.36667,1.1422635396858931,Short_Games,55.166666666666664
2010,PremiumGame,under 5,2,2,8.0,2.1855532079723927,Average_Games,6.5
2012,PremiumGame,5 to under 12,2,4,7.87033,1.9958447778012536,Median_Games,67.0
1988,BaseGame,under 5,2,4,7.0,2.0669765476442,Short_Games,2.1666666666666665
2006,PremiumGame,5 to under 12,2,2,6.13636,1.3556588492147337,Median_Games,15.833333333333334
2014,BaseGame,12 to under 18,2,4,8.0,1.711317698429467,Average_Games,1.3333333333333333
2011,BaseGame,5 to under 12,3,5,6.06643,1.4526825832805128,Median_Games,36.5
2004,BaseGame,5 to under 12,2,12,3.04757,1.1778294246073666,Average_Games,57.666666666666664
1991,BaseGame,5 to under 12,2,5,5.99138,1.3556588492147337,Median_Games,42.0
2014,BaseGame,12 to under 18,5,75,8.39429,1.711317698429467,Median_Games,34.833333333333336
2006,PremiumGame,12 to under 18,2,2,8.28375,2.0973300936685684,Average_Games,771.6666666666666
2007,BaseGame,5 to under 12,2,4,4.86081,1.26674413691105,Median_Games,37.166666666666664
2004,BaseGame,5 to under 12,2,4,6.02818,1.6586090569758432,Average_Games,157.0
2008,PremiumGame,12 to under 18,2,6,7.22016,1.9052940347911824,Long_Games,239.66666666666666
2009,PremiumGame,5 to under 12,2,5,7.09265,1.5758116768786534,Median_Games,235.33333333333334
2004,BaseGame,5 to under 12,3,8,4.0,1.0,Very_Short_Games,5.666666666666667
2015,BaseGame,12 to under 18,3,6,9.17647,1.8693724910204943,Median_Games,8.666666666666666
2011,PremiumGame,5 to under 12,2,6,6.81818,1.711317698429467,Median_Games,11.0
2010,BaseGame,5 to under 12,1,4,6.87919,1.1976040566237058,Median_Games,186.66666666666666
1998,BaseGame,12 to under 18,2,2,7.025,2.28037185717304,Median_Games,17.666666666666668
2013,PremiumGame,12 to under 18,2,5,8.01129,2.580690189449961,Long_Games,93.33333333333333
1983,BaseGame,under 5,1,6,6.97312,2.1262293119233746,Very_Long_Games,85.5
2010,BaseGame,5 to under 12,2,2,6.81573,1.508094231988168,Short_Games,92.83333333333333
